State,City,Place,Ratings,Place_desc,image,single_image,Budget_Category
Maharashtra,Mumbai,Bollywood Tour at Film City,3.8,Indian Film Industry accounts as one of the largest in the world and Film City serves as an essential part of it. It is a place where it is difficult to differentiate between the reality and fakeness.,https://www.google.com/search?q=+Bollywood+Tour+at+Film+City&udm=2,https://bollywoodpark.in/img/tour/BollywoodStudioTour/09%20copy.jpg,Medium
Maharashtra,Mumbai,Enjoy Street Food,5.0," The food culture of Mumbai is defined by its street food. People from all economic classes eat from the roadside food stalls in Mumbai, which serve some of the best local food, even better than many restaurants. Mumbai's most famous street food includes Vada Pav, bhelpuri, panipuri, sevpuri, Bombay sandwich, ragda-pattice, pav bhaji, omlette pav and kebabs. Among the popular desserts of Mumbai are Kulfi and Ice Gola.  ",https://www.google.com/search?q=+Enjoy+Street+Food&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR74yxzljVWzOAOPX2A7tKLfUqW15xGQvUp4Q&s,Medium
Maharashtra,Mumbai,Hanging Gardens,3.8," Marked by bushes trimmed into shapes of various animals and proximity to the Arabian Sea are the Hanging Gardens, opposite the Kamla Nehru park. Spend a relaxed evening here, enjoying the sunset, especially if you are with kids. ",https://www.google.com/search?q=+Hanging+Gardens&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJz1lDdUd3_oZE1hcC8Hnruc5OIfkdxS95Eg&s,Medium
Maharashtra,Mumbai,Prince of Wales Museum,4.3," The Prince of Wales Museum is regarded as one of the heritage buildings of Mumbai owing to its splendid architecture. The museum comprises of a plethora of ancient, exquisite artefacts relating to the rich and diverse history of India. ",https://www.google.com/search?q=+Prince+of+Wales+Museum&udm=2,https://s7ap1.scene7.com/is/image/incredibleindia/1-chatrapati-shivaji-maharaj-vastu-sangrahalaya-or-prince-of-wales-museum-mumbai-maharashtra-attr-hero?qlt=82&ts=1727355300214,Medium
Maharashtra,Mumbai,Mumbai Zoo,3.8," Popularly known as Veermata Jijabai Udhyan, the zoo is the best way to spend family holidays amidst a vast variety of birds & animals. ",https://www.google.com/search?q=+Mumbai+Zoo&udm=2,https://www.hindustantimes.com/ht-img/img/2023/09/06/1600x900/The-lion-enclosure-has-been-ready-for-more-than-tw_1694026323236.jpeg,Medium
Maharashtra,Mumbai,Enjoy Rides at Essel World,3.6," Located on the edge of northern suburbs, Mumbai's favourite adventure and water park, Essel World and Water Kingdom are probably the best themed park and water park in India. During the hot and humid summer or Mumbai, a lot of locals and tourists throng Water Kingdom. ",https://www.google.com/search?q=+Enjoy+Rides+at+Essel+World&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/44/62/cc/esselworld.jpg?w=900&h=500&s=1,Medium
Maharashtra,Mumbai,National Museum of Indian Cinema,4.7," The National Museum of Indian Cinema is the first museum in the country that displays the history of Indian cinema. It is housed in two buildings, New Museum Building and the heritage Gulshan Mahal on Peddar Road in Mumbai. The museum showcases history of Indian Cinema through recordings, memorabilia, cameras, equipment and much more. ",https://www.google.com/search?q=+National+Museum+of+Indian+Cinema&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeRzKUYZyvXMDchQEqkPEHzs7N22xUsmlQgQ&s,Medium
Maharashtra,Mumbai,Wildlife Safari at Sanjay Gandhi National park,3.8," This is a wildlife sanctuary and a habitat to abundance of flora and fauna, in the midst of a busy Mumbai. Famed to be one the most liked national parks, one can also enjoy a train ride through this one.



One can spot here Leopards, Macaques, Boars, Lions, Flying fox, Kingfisher, Sunbird and many more. A must visit attraction of the city, the park is also known for a huge population and variety of butterflies. ",https://www.google.com/search?q=+Wildlife+Safari+at+Sanjay+Gandhi+National+park&udm=2,https://curlytales.com/wp-content/uploads/2024/01/Safari.jpg,Medium
Maharashtra,Mumbai,Pray at Siddhivinayak Temple,4.3," Located in Prabhadevi, Siddhivinayak is a Lord Ganesha temple, one of the most significant and frequented temples in Mumbai. Visitors visit this temple in large numbers on daily basis. It is one of the richest temples in Mumbai. The wooden doors to the sanctum are carved with images of the Lord. The inner roof which is plated with gold has the central sculpture of Ganesha. ",https://www.google.com/search?q=+Pray+at+Siddhivinayak+Temple&udm=2,https://pujaitems.co.in/cdn/shop/articles/Shree-Siddhivinayak-Temple_d1d47d9f-f1c6-4ea7-8241-839ec80852a4.webp?v=1744305145,Medium
Maharashtra,Mumbai,National gallery of Modern Art,3.8," Situated in Colaba, Southern Mumbai, the National Gallery of Modern Art was established in 1996, with an objective to promote modern trends in the Indian culture. Initially a concert venue, the structure was later converted into an art gallery in 1954. The gallery boasts of its display of artworks from Indian as well as international artists ranging from M.F. Hussain, F.N. Souza, Amrita Shergil, Gaganendranath Tagore to Picasso. ",https://www.google.com/search?q=+National+gallery+of+Modern+Art&udm=2,https://upload.wikimedia.org/wikipedia/commons/3/31/Jaipur_House_Delhi.jpg,Medium
Maharashtra,Mumbai,Sunset at Haji Ali Dargah,4.3," Situated at the backdrop of a beautiful view of the sea is the shrine of Haji Ali, a wealthy merchant turned into Muslim Sufi. People from all walks of life and religions come here to seek blessings. ",https://www.google.com/search?q=+Sunset+at+Haji+Ali+Dargah&udm=2,https://pbs.twimg.com/media/ESHIJxAVUAAwcXt.jpg:large,Medium
Maharashtra,Mumbai,Shopping at Fashion Street,3.8," One of the favourite shopping hubs for the people of Mumbai especially the students, the place offers some of the trendiest and latest fashion clothes.  ",https://www.google.com/search?q=+Shopping+at+Fashion+Street&udm=2,https://storage.googleapis.com/goa-app-12a91.appspot.com/2024-07-19T03%3A56%3A00.650Zfshion-2.webp?GoogleAccessId=firebase-adminsdk-zeqcj%40goa-app-12a91.iam.gserviceaccount.com&Expires=16447017600&Signature=BB7JF9ssNH2B6%2BvKBFqC%2Bs37BvFjJgdro55vSsx4V5G3a8p4PYaXnEQXzj9oDZ83FBRaW5N3odmNBg7055JKwhQQ6HmmZ6G9Kq4IV%2BmVRo7laVOpDo4DO7oDLriN33KZ8I%2BlrmLRJlk82QnVDEI3XKXgphhzNXhWeYladbCZjTs74AbyFnmhy4%2FLaW8ddGowibZxfoqb4owD2Jo4uyBt1jGFW0CARwZft3uFLaDL1OWtGj9DUT%2FkNcKuwueYjbopGC5C2j8C1NE5hC8d3S7jnEFbIzD8LTHIFnDtWnpMe%2BbKDQUveyPgSMhA6WCGrEmV%2Fb6yGrsEEOaCLS9o0CsVtA%3D%3D,Medium
Maharashtra,Mumbai,Drive Through Bandra Worli Sea Link,4.4," Spanning across the arc of Mumbai coastline, this is an eight-lane cable-stayed bridge in Mumbai. Officially known as Rajiv Gandhi Sea Link, it is a civil engineering wonder that reflects the modern infrastructure of the city of Mumbai. ",https://www.google.com/search?q=+Drive+Through+Bandra+Worli+Sea+Link&udm=2,"https://hblimg.mmtcdn.com/content/hubble/img/mumbai/mmt/activities/m_Bandra_Worli%20Sea%20Link_1_l_506_758.jpg?im=Resize=(288,162)",Medium
Maharashtra,Mumbai,Marvel at the Victoria Terminus,4.4," Also known as Chhatrapati Shivaji Maharaj Terminus, the Victoria Terminus is the main railway station serving Mumbai. Constructed in the Victorian-Gothic style of architecture, the railway station is a declared as a World Heritage Site by the UNESCO. The station is one of the most famous historic landmark symbolizing the pre-independence British Raj in India. ",https://www.google.com/search?q=+Marvel+at+the+Victoria+Terminus&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6DJQjAC0GyD8gFODbeYpErL6fIjHERJ99Lw&s,Medium
Maharashtra,Mumbai,Kamla Nehru park,3.8," Named after the first wife of the late Prime Minister of India, Sri Pandit Jawaharlal Nehru, it is family spot for outings. Enjoy the view of Marine drive and the Chowpatty beach from here. ",https://www.google.com/search?q=+Kamla+Nehru+park&udm=2,https://punetourism.co.in/images/places-to-visit/headers/kamala-nehru-park-pune-tourism-entry-fee-timings-holidays-reviews-header.jpg,Medium
Maharashtra,Mumbai,KidZania Mumbai,4.0," Kidzania is an indoor theme cum educational park for kids located in Ghatkopar West in Mumbai. There are no video games or any new age games, instead the entire space is setup in form of a mock city with real life professions for children to take up. The mock city has battery operated cars and tiny shops and clinics etc. The objective of the park is to educate, inspire and teach kids about real life in a fun and games way.  ",https://www.google.com/search?q=+KidZania+Mumbai&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/9b/89/3f/panaromic-view-of-kidzania.jpg?w=900&h=500&s=1,Medium
Maharashtra,Mumbai,ISKCON Temple,4.0," Iskcon temple is a spiritual getaway from all the hustle and bustle of the city. A temple clad in marble and glass, Iskcon has an impressive architecture and promises to give a peaceful and tranquil experience. The complex also has a research and education centre conducting daily seminars and preaching on Vedic writings and an impressive library inside the compound. ",https://www.google.com/search?q=ISKCON+Temple+mumbai&sca_esv=a24eb7beebb63ee4&udm=2&sxsrf=AHTn8zpQ_lVRTQ2FQJozDKTpdwqLW2wnGA%3A1745333519834&ei=D60HaLjYMouOvr0P3cfR8Ao&ved=0ahUKEwj4m9uD8uuMAxULh68BHd1jFK4Q4dUDCBQ&uact=5&oq=ISKCON+Temple+mumbai&gs_lp=EgNpbWciFElTS0NPTiBUZW1wbGUgbXVtYmFpMggQABiABBixAzIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEi4EFCqBFiADXABeACQAQCYAfkBoAHbCaoBBTAuNi4xuAEDyAEA-AEBmAIIoAKFCsICDRAAGIAEGLEDGEMYigXCAgYQABgHGB7CAgoQABiABBhDGIoFmAMAiAYBkgcFMS42LjGgB_onsgcFMC42LjG4B_sJ&sclient=img,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/bb/e4/b2/caption.jpg?w=1200&h=-1&s=1,Medium
Maharashtra,Mumbai,Gorakhgad Trek,4.0,Gorakhgad is a hill fort in Maharashtra. Gorakhgad and Machindragad are twin forts in the Thane district of Maharashtra. Gorakhgad is situated at an elevation higher than its twin fort.,https://www.google.com/search?q=+Gorakhgad+Trek&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCaLR6Go8MhQobbDSm7ne9Q4r-t3hR5ji7GA&s,Medium
Maharashtra,Mumbai,Kanheri caves,4.2," Located in the Sanjay Gandhi National Park, the Kanheri Caves in Mumbai is a group of alcoves and rock-cut monuments that illustrate the Buddhist influence on the Indian art and culture. The caves are famous for its 109 special entrances and ancient sculptures, carvings, paintings and inscriptions dating from the 1st century to the 10th century. ",https://www.google.com/search?q=+Kanheri+caves&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS27a46hNcrk4ibOEy01FOks2JBxyf5C1AFGQ&s,Medium
Maharashtra,Mumbai,Street Food at Girgaum Chowpatty,5.0," Girgaum Chowpatty is a small sandy beach and a good place to chill, at the north end of Marine Drive, a must-go place for tourists visiting Marine Drive for the first time. Conveniently located next to Charni Road railway station, it is very crowded during evening and weekends and hosts street food stalls serving local delicacies. There are cafes/dine-in options available across the road as well. ",https://www.google.com/search?q=+Street+Food+at+Girgaum+Chowpatty&udm=2,https://www.mumbailive.com/images/media/images/images_1551693818837_food.jpeg?bg=312c20&crop=512%2C287%2C0%2Cnull&fit=fill&fitToScale=w%2C1368%2C768&fm=webp&h=606.3157894736842&height=287&w=1080&width=512,Medium
Maharashtra,Mumbai,Water Sports in Mandwa Beach,4.0," A beautiful, serene and pristine beach in Mandwa Village - an hour long ferry ride away from Mumbai - is not just about quite long walks along the coast but also offers the buzz of water sports. ",https://www.google.com/search?q=+Water+Sports+in+Mandwa+Beach&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb_hhWOfBl8SJSmguDRiWpPoMYIi4rkrl96Q&s,Medium
Maharashtra,Mumbai,Global Pagoda,3.8," Located near Gorai, North-West of Mumbai, the Global Vipassana Pagoda serves as a monument to peace and harmony. It is built as a form of gratitude to a Vipassana teacher and accountant general of Independent Burma, Sayayi U Ba Khin. He was instrumental in bringing Vipassanaa back to its country of origin, i.e. India. ",https://www.google.com/search?q=+Global+Pagoda&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUjfjoTS0AreZoCzp3lHJEXgrWFB3rN6GmoQ&s,Medium
Maharashtra,Mumbai,Mahakali caves,3.9," Alternatively known as Kondivite Caves, the Mahakali Caves are a total of nineteen rock-cut monuments, built between the duration of the 1st and 6th century. The main cave consists of Buddha figures and stupas, while the there are several Buddha idols carved on the rocks too. ",https://www.google.com/search?q=+Mahakali+caves&udm=2,https://upload.wikimedia.org/wikipedia/commons/6/6f/Mahakali_caves.jpg,Medium
Maharashtra,Mumbai,Shopping at Lokhandwala,4.0,Lokhandwala is another place to shop happily and heartily. Do not miss the lip-smacking food around these shopping streets.,https://www.google.com/search?q=+Shopping+at+Lokhandwala&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBCOHy57WV-74_vsmI4SHsapgixV2CwPH19Q&s,Medium
Maharashtra,Mumbai," Partying at Hill Road and Linkin Road, Bandra",4.0," Acknowledged for its high fashionable taste, Mumbai provides many opportunities to shop around. Besides Colaba, Bandra is another place for Shopaholics. ","https://www.google.com/search?q=+Partying+at+Hill+Road+and+Linkin+Road,+Bandra&udm=2",https://www.shopkhoj.com/wp-content/uploads/2018/07/Hill-ROad.jpg,Medium
Maharashtra,Mumbai,Makarandgad Trek,3.8," Makarandgad (or Madhumakarandgad) is a hill fort in the state of Maharashtra. Believed to be comprised of twin peaks, Madhu and Makarandgad, the fort has thus derived its name. ",https://www.google.com/search?q=+Makarandgad+Trek&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLGsMJcUrcd3VTBssx793zeq_rZGAElK71QQ&s,Medium
Maharashtra,Mumbai,Mahalaxmi temple,3.9," The Mahalaxmi Temple is dedicated to Goddess Mahalaxmi or the 'Goddess of Wealth'. Thronged with devotees and tourists in large number throughout the year, the temple is a must visit if you are visiting Mumbai.  ",https://www.google.com/search?q=+Mahalaxmi+temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv9H_7GoHKGkisge14BoB4EepsTxWT9RwxBA&s,Medium
Maharashtra,Mumbai,Siddhgad Bhimashankar Trek,3.5," Located in the beautiful expanses of the Western Ghats, the Bhimashankar Trek takes you through the thickets of the Bhimashankar jungles right up to the temple. Bhimashankar is located in the village Bhorgiri in the ghat region of the Sahyadri range. ",https://www.google.com/search?q=+Siddhgad+Bhimashankar+Trek&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAu5maM8-IT0UykfC3aAPgBdfJoITGBX6Zdg&s,Medium
Maharashtra,Mumbai,Jehangir art gallery,3.8," The Jehangir Art Gallery, an art gallery in Mumbai, was founded by Sir Cowasji Jehangir at the request of K K Hebbar and Homi Bhabha. It was built in 1952. Managed by the Committee of Management, the entire cost of this mansion was donated by Cowasji Jehangir.This gallery is placed at Kala Ghoda, behind the Prince of Wales Museum, in South Mumbai near the Gateway of India, and has four exhibition halls. The gallery was designed by GM Bhuta for GM Bhuta and Associates. ",https://www.google.com/search?q=+Jehangir+art+gallery&udm=2,https://i0.wp.com/chinha.in/wp-content/uploads/2023/10/IMG_20231003_154237-Copy.jpg?fit=2086%2C845&ssl=1,Medium
Maharashtra,Mumbai,Naneghat Trek,4.0," Situated at a height of 2,600 feet, Naneghat is a mountain pass through the Sahyadri Mountain Range in Maharashtra that connects the Konkan sea coast with the old town of Junnar in the Deccan. Once an important corridor link through the Ghatghar forest between the coastal region and the important towns inland, Naneghat is now a loved and much-frequented route for the trekkers and explorers. Boasting the trademark beauty of lush greens amidst patches of dusty terrain, typical to this region, Naneghat is a treat to the eyes, to the soul and to the nature-loving, adventure-seeking mind. 
 ",https://www.google.com/search?q=+Naneghat+Trek&udm=2,https://www.treksandtrails.org/system/images/000/187/391/5c9999e2a2b8d8a074600364e27c9ce4/original/Naneghat-Trek-Monsoon.jpeg?1597994746,Medium
Maharashtra,Mumbai,Hajimalang Trek,4.3," Sri Malang gad is a fort near Kalyan in the Raigad district of Maharashtra. It is known popularly as Haji Malang, which is one of the most famous among the three sufi shrines located on the hill. The structure of the fort is three-storeyed, and each tier has a specific name. ",https://www.google.com/search?q=+Hajimalang+Trek&udm=2,https://www.wannabemaven.com/wp-content/uploads/2014/04/dsc01035-1.jpg,Medium
Maharashtra,Mumbai,Mahuli Trek,4.0," Mahuli is a hill fort in Maharashtra. Located in the district of Thane, the peak of the fort rises to an elevation of 2700 feet from the ground. The summit is actually a collection of 2-3 hills, all having typical names. ",https://www.google.com/search?q=+Mahuli+Trek&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsRUgzR_IOHJSEj4CUGW8Wbnxp9qNy9sGbZA&s,Medium
Maharashtra,Mumbai,Jivdhan Trek,3.9," Jivdhan is a hill fort in the state of Maharashtra. It is a part of the 'famous five' fort in the Sahyadri mountain range. The other forts which are a part of the famous five include Naneghat, Shivneri, Chavand and Hadsar. ",https://www.google.com/search?q=+Jivdhan+Trek&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt0P_H5upur5GG7g1XH8oX-u1enZiIPGtlXQ&s,Medium
Maharashtra,Mumbai,Jama Masjid,3.5," The Jama Masjid, popularly known as Friday Mosque, is the oldest mosque that Mumbai houses. A popular place of pilgrimage, it boasts of beautiful and intricate carvings, breathtaking artworks and the fascinating 'sangemarmar' stonework and has an interesting history attached to it.  ",https://www.google.com/search?q=+Jama+Masjid&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVCKaaSwcdWRSf201TH031o2tDf5bSEFv67w&s,Medium
Maharashtra,Mumbai,Mahipatagad Trek,3.5," Mahipatagad is a hill fort in the state of Maharashtra. Mahipatagad is a twin fort of Rasalgad, located in the Ratnagiri district. It is famous for its six entrance door or 'Darwazas' but most of them have crumbled down. There is Shiva temple at the top. ",https://www.google.com/search?q=+Mahipatagad+Trek&udm=2,https://www.holidify.com/images/cmsuploads/compressed/5768216442_6463ed1c81_z_20190318175326_20190318175506.jpg,Medium
Maharashtra,Mumbai,Mount Mary Church,3.0," The Basilica of Our Lady of the Mount is commonly called as the Mount Mary Church by the locals. Thousands of people of all faiths visit this church to attain peace and tranquillity in the caress of Mount Mary. The basilica is a truly grand, yet humble edifice made from nothing but stone.
 ",https://www.google.com/search?q=+Mount+Mary+Church&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaydC6ShxkPVBChYdZ26ZXESBi3zhGV6xgmQ&s,Medium
Maharashtra,Mumbai,Gorai Beach,5.0," Located in the north suburb of Mumbai, 40 kms from the main city, Gorai Beach is one the cleanest, most tranquil and one of the most frequented beaches of Mumbai. Located near Bhayandar, on the Gorai Creek, the soothing calmness of this beach bordering the Arabian Sea, makes for a perfect leisure weekend vacation.  ",https://www.google.com/search?q=+Gorai+Beach&udm=2,https://sceneloc8.com/wp-content/uploads/2024/03/5-11.png,Medium
Maharashtra,Mumbai,Madh Island,5.0," Home to umpteen villages, farmlands and surreal vistas, is the locale of Madh Island in Mumbai. Clustered with quaint fisher villages and dotted with lush green farms, Madh Island is a respite from the glitterati and dazzling environs of the city and can be reached by an hour’s drive from the main city.  ",https://www.google.com/search?q=+Madh+Island&udm=2,https://lh3.googleusercontent.com/NqoUdfyPj6LF6q6DWzTyOqCNDBXmgziPo953LEgmIWJ9Q8yxI_NJ20dG3Zps1AoDsAf9lXJ3-24dq9AkdoncWB9ZJr0SFHgavyo=w3840-h2160-c-rw-v3,Medium
Maharashtra,Mumbai,Marve Beach,5.0," Away from the industrial pollution and the chaotic city life, Marve Beach is situated in Malad, in the western suburbs of Mumbai. Due to the strong tides and currents, it is generally not recommended to swim in the sea waters or even to step aside post evening hours.  ",https://www.google.com/search?q=+Marve+Beach&udm=2,https://upload.wikimedia.org/wikipedia/commons/c/c1/Marve-creek.jpg,Medium
Maharashtra,Mumbai,Versova Beach,5.0," A continuation of Juhu Beach towards the Andheri suburbs, Versova Beach is comparatively less crowded and only separated by a creek from the former beach. Versova is essentially a fishing village inhabited by Kolis (fisherfolks) situated in the vicinity of the beach, and is a hotbed for fish trade.  ",https://www.google.com/search?q=+Versova+Beach&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR95dUPjses3eE_imBDMUjvwcduBP01-uvkDA&s,Medium
Maharashtra,Mumbai,Dadar Chowpatty Beach,3.0," As the name suggests, Dadar Chowpatty Beach is situated in the Dadar suburbs of Mumbai. Majorly popular for the giant view of the Bandra Worli Sea Link bridge, this beach is customarily used for jogging and watching beautiful sunsets. ",https://www.google.com/search?q=+Dadar+Chowpatty+Beach&udm=2,https://storage.googleapis.com/goa-app-12a91.appspot.com/2024-05-31T12%3A29%3A26.254ZDadar-Chowpatty-Beach.webp?GoogleAccessId=firebase-adminsdk-zeqcj%40goa-app-12a91.iam.gserviceaccount.com&Expires=16447017600&Signature=kCEHZfphlc67gjdSms5Zyz8PU4OyqP6mRws7dzd%2FJn1sBE63P%2BXjZNaXtLjt1UXHGimLUOjpeVc2Aw9YKDVZU0bxOUz0Rq4UGfgSS5VymSFtq0rLRkjftxb9WtDBneWyGGiwwC%2Br2SwskWwF8r2w36kFoeU%2F14o6H%2BQLnXVxpXw8zjOb4qtrfHtK9NNFe3KvVlizz02tg7zYp7fGsYMY01Hs8es%2FrIkPA58wLlEtsaW0ftcg8zgfqdb4Hl2z1HXztMs9ktimS02rE7w%2FjCX%2F4169QEIM3ZfmxhCfbmNTElKxjk%2Fb2Q%2BVFkpFS3uIlrXvxIXdf9inASRxFXsLMqmoVw%3D%3D,Medium
Maharashtra,Mumbai,Aksa Beach,4.6," Located a little on the outskirts of the city in Malad, Aksa Beach is an unparalleled oasis for a rejuvenating retreat from the hustle bustle of the city traffic. The mesmerising coastline is one of the longest in the city and offers an extremely vivid and surreal panorama of the merging horizon ahead.  ",https://www.google.com/search?q=+Aksa+Beach&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo54JdXxr08hrWu18iE6PZbbtwnlShp1HhNg&s,Medium
Maharashtra,Mumbai,Kalamb Beach,4.5," Located in Nalasopara in Thane district of Maharashtra, is the really long and secluded Kalamb Beach. A paradise away from the din of the city, the beach is beautiful owing to its tranquility, serenity and an altogether mesmerising panorama. ",https://www.google.com/search?q=+Kalamb+Beach&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/73/15/50/best-beach-in-mumbai.jpg?w=900&h=500&s=1,Medium
Maharashtra,Mumbai,Spend your evening at Worli Sea Face,3.0," The exuberant promenade with lashing waves and gushing waters of the Arabian Sea, situated in Worli, Mumbai is popularly called Worli Sea Face. Home to the rich and affluent residential colonies, the posh locale is also a major business district.  ",https://www.google.com/search?q=+Spend+your+evening+at+Worli+Sea+Face&udm=2,https://storage.googleapis.com/goa-app-12a91.appspot.com/2024-07-09T22%3A17%3A39.738Zworli-sea-face_rotated_270.webp?GoogleAccessId=firebase-adminsdk-zeqcj%40goa-app-12a91.iam.gserviceaccount.com&Expires=16447017600&Signature=aO7cFs5mDS2A8QKeNPAZUiYXgTixeao69a%2BmxOctJaod6TO2%2FCkxV1QLW2cObysJOIrjhK8GaifG2M8B2MkcfsQ7vCG5dJkXZ2tRAqTEtUqDiBdbyD6B294qCh%2Fkww8lmUXRj0MmxqtJUxGjvwNeVL5iuqQwaEaBa5RJUlWWSHmDkU6Aiq1kN7R%2FHxee%2BDvb8IsRK1Ieu03rhKAn2e4qqn0E3bK%2BdKi1oomvM3oMYGPqXQoq%2FaAYfGYSW8fmEYLwMWGlUsTCv75FMKt7gE5qGpCjlDnHXBXkF9Gja8NIbsC3ApU%2BTqrMAKO3MKQqLyCaijei8yA8a3T26wtMUE11Pg%3D%3D,Medium
Maharashtra,Mumbai,Uran,3.0," Situated at the end of Navi Mumbai, Uran lies in the Konkan division between Panvel and Karjat. Primarily a tiny fishing and agriculture village, Uran has several beaches to its attribute- the most popular of which are Pirvad, Mankeshwar and ONGC. Surrounded by water bodies on three sides, the village is just attached to the land from the side of Raigarh district. Pirvad is the most frequented beach, with plenty of tourists visiting it every day, Mankeshwar is considered to be a religious beach owing to the grand temple of Lord Shiva situated at the seaside itself. Whereas ONGC is popular for housing the gas plant at the beach. ",https://www.google.com/search?q=+Uran&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSApb1le5k-FzpPmbMjffUC2nqLTqOZL9ozBQ&s,Medium
Maharashtra,Mumbai,Hangout with friends at Bandstand,3.0," Bandstand or Bandstand Promenade is the immaculate promenade in the queen suburbs of Bandra in Mumbai. Also known as Bandra Bandstand, it boasts of a joggers’ strip and a park in addition to being a happening hangout spot.  ",https://www.google.com/search?q=+Hangout+with+friends+at+Bandstand&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLqRZ0REaGFfVLcSKjFDISskVQbpDWzMlGFw&s,Medium
Maharashtra,Mumbai,Explore Cafes at Carter Road,3.0," Situated next to Bandstand Promenade just next to Bandra, Carter Road is one of the most happening and popular hangout places among the Mumbaikars. The locale is a haven for foodies owing to its bazillion food options from the umpteen eateries situated on the sidewalk. ",https://www.google.com/search?q=+Explore+Cafes+at+Carter+Road&udm=2,"https://b.zmtcdn.com/data/reviews_photos/06c/c98274654c6acdb3f062d7b9b7e2506c_1676561594.jpg?fit=around|960:500&crop=960:500;*,*",Medium
Uttar Pradesh,Agra,Taj Mahal,4.9," One of the seven wonders of the world, Taj Mahal is located on the banks of River Yamuna in Agra. It was built by the Mughal Emperor Shah Jahan as a memorial for his third wife, Mumtaz Mahal. It also houses the tomb of Shah Jahan himself. Constructed entirely out of white marble in the 17th century, Taj Mahal is one of the most beautiful monuments in the world. Every year visitors numbering more than the entire population of Agra pass through the magnificent gates to catch a glimpse of this breathtaking monument! ",https://www.google.com/search?q=+Taj+Mahal&udm=2,https://th-thumbnailer.cdn-si-edu.com/zXKdi9i_HHmG07qw1h2l9TyEQYc=/1280x1280/filters:focal(1471x1061:1472x1062)/https://tf-cmsv2-smithsonianmag-media.s3.amazonaws.com/filer/b6/30/b630b48b-7344-4661-9264-186b70531bdc/istock-478831658.jpg,Medium
Uttar Pradesh,Agra,Fatehpur Sikri,4.5," Located at a distance of 40km from Agra, Fatehpur Sikri is a town in the Agra district and a famous tourist attraction. A city predominantly made of red sandstone, Fatehpur Sikri was founded in 1571 century by Mughal Emperor Akbar. It is essentially a fortified city built by the king and had been the capital of his Empire for fifteen years. Now a UNESCO world heritage site, it is home to Jodha Bai's Palace, Jama Mosque, Buland Darwaza, and Tomb of Salim Chisti among many other famous monuments. Derived from Arab and central Asian tent encampments, the Imperial Complex is a work of pavilions arranged in formal geometry on a piece of land. 
 ",https://www.google.com/search?q=+Fatehpur+Sikri&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9fTzptS0KZWdsQHO1ifp8pX7cQpX0ZySr_A&s,Medium
Uttar Pradesh,Agra,Agra Fort,4.6," Also known as Lal Qila, Fort Rouge or Red Fort of Agra, the Agra Fort is a UNESCO world heritage site. It is situated at a distance of about 2.5km northwest of the famous Taj Mahal. The construction of the massive fort of red sandstone by the banks of Yamuna river was started by emperor Akbar.  ",https://www.google.com/search?q=+Agra+Fort&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7R4NVXqoTaz8itPJ6ZvktH0bbvt-zbP23Ug&s,Medium
